Policy_ID,Policy_Number,Customer_ID_x,Vehicle_ID,IMD_Code,RID,RED,IDV_x,Policy_Tenure,Policy_Term,Policy_Status,Claim_Amount,Claim_Count,NCB,Premium,Polciy_Holder_Name,Mobile_Number,Customer_Area,District_x,Customer_ID_y,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_First_Registration_Date,Vehicle_Age,IDV_y,Entity_Name,Channel_Type,Area,District_y,Portfolio_Size,Year_Onboarded,Active_Status,Renewed
PID11105,POL10477,CUST10379,VEH10477,IMD10180,2024-10-21,2025-10-20,277462,2,365,Active,0.0,0,20,6659.09,Charan Mani,9222611966,Kathua,Kathua,CUST10379,JK04ZI3527,JK04,Tata,Altroz,Hatchback,Petrol,1199,2019,2020-10-10,7,277462,Trikuta Guardian Insurance Services,Bancassurance,Kathua,Kathua,714,2023-10-19,Active,1
PID11106,POL10477,CUST10379,VEH10477,IMD10180,2025-10-21,2026-10-20,277462,3,365,Active,0.0,0,25,6242.9,Charan Mani,9222611966,Kathua,Kathua,CUST10379,JK04ZI3527,JK04,Tata,Altroz,Hatchback,Petrol,1199,2019,2020-10-10,7,277462,Trikuta Guardian Insurance Services,Bancassurance,Kathua,Kathua,714,2023-10-19,Active,0
PID11107,POL10478,CUST10380,VEH10478,IMD10189,2025-07-22,2026-07-21,586519,1,365,Active,100834.34,0,0,17595.57,Indira Chawla,9504649884,Arnia,Jammu,CUST10380,JK02JV6530,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2025-05-20,2,586519,Reliable Secure Insurance Solutions,Agency,Janipur,Jammu,172,2022-02-13,Active,0
PID11108,POL10479,CUST10381,VEH10479,IMD10112,2025-12-31,2026-12-30,688176,1,365,Active,61553.29,0,0,20645.28,Mohammed Subramaniam,9225074553,Bhaderwah,Doda,CUST10381,JK06BQ9709,JK06,Hyundai,Venue,SUV,Diesel,1197,2025,2026-03-30,1,688176,Elite Integrity Insurance Point,POSP,Doda,Doda,73,2023-08-20,Active,0
PID11109,POL10480,CUST10381,VEH10480,IMD10242,2025-11-28,2026-11-27,359947,1,365,Active,0.0,2,0,12958.09,Mohammed Subramaniam,9225074553,Bhaderwah,Doda,CUST10381,JK06MI5995,JK06,Kia,Seltos,SUV,Petrol,1497,2018,2019-05-02,8,359947,Mahajan Shield Insurance Hub,POSP,Doda,Doda,22,2025-10-05,Active,0
PID11110,POL10481,CUST10382,VEH10481,IMD10489,2022-04-20,2023-04-19,313313,1,365,Active,0.0,0,0,9399.39,Hritik Palla,6964602536,Bari Brahmana,Samba,CUST10382,JK08ER9334,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-03-10,9,313313,Khajuria Pioneer Insurance Consultants,Agency,Samba,Samba,243,2021-06-02,Active,1
PID11111,POL10481,CUST10382,VEH10481,IMD10489,2023-04-20,2024-04-18,313313,2,365,Active,0.0,0,20,7519.51,Hritik Palla,6964602536,Bari Brahmana,Samba,CUST10382,JK08ER9334,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-03-10,9,313313,Khajuria Pioneer Insurance Consultants,Agency,Samba,Samba,243,2021-06-02,Active,1
PID11112,POL10481,CUST10382,VEH10481,IMD10489,2024-04-19,2025-04-18,313313,3,365,Active,0.0,0,25,7049.54,Hritik Palla,6964602536,Bari Brahmana,Samba,CUST10382,JK08ER9334,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-03-10,9,313313,Khajuria Pioneer Insurance Consultants,Agency,Samba,Samba,243,2021-06-02,Active,1
PID11113,POL10481,CUST10382,VEH10481,IMD10489,2025-04-19,2026-04-18,313313,4,365,Active,0.0,0,35,6109.6,Hritik Palla,6964602536,Bari Brahmana,Samba,CUST10382,JK08ER9334,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-03-10,9,313313,Khajuria Pioneer Insurance Consultants,Agency,Samba,Samba,243,2021-06-02,Active,1
PID11114,POL10481,CUST10382,VEH10481,IMD10489,2026-04-19,2027-04-18,313313,5,365,Active,0.0,0,45,5169.66,Hritik Palla,6964602536,Bari Brahmana,Samba,CUST10382,JK08ER9334,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-03-10,9,313313,Khajuria Pioneer Insurance Consultants,Agency,Samba,Samba,243,2021-06-02,Active,0
PID11115,POL10482,CUST10382,VEH10482,IMD10045,2025-12-31,2026-12-30,417666,1,365,Active,37874.32,0,0,12529.98,Hritik Palla,6964602536,Bari Brahmana,Samba,CUST10382,JK08IH8801,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,2026-03-27,1,417666,Dogra Vertex Insurance Hub,Bancassurance,Samba,Samba,295,2024-04-22,Active,0
PID11116,POL10483,CUST10383,VEH10483,IMD10012,2025-12-31,2026-12-30,657038,1,365,Active,0.0,0,0,19711.14,Ishwar Mallick,8246342738,Janipur,Jammu,CUST10383,JK02CZ5385,JK02,Tata,Altroz,Hatchback,Diesel,1199,2025,2026-10-04,1,657038,Sharma Elite Risk Advisors,Prime Broker,Janipur,Jammu,543,2023-02-10,Active,0
PID11117,POL10484,CUST10383,VEH10484,IMD10340,2025-06-07,2026-06-06,663164,1,365,Active,0.0,0,0,19894.92,Ishwar Mallick,8246342738,Janipur,Jammu,CUST10383,JK02OR7159,JK02,Hyundai,Creta,SUV,Diesel,1497,2020,2020-09-30,6,663164,Mahindra Integrity Insurance,Prime Broker,Trikuta Nagar,Jammu,227,2024-11-04,Active,1
PID11118,POL10484,CUST10383,VEH10484,IMD10340,2026-06-07,2027-06-06,663164,2,365,Active,0.0,0,20,15915.94,Ishwar Mallick,8246342738,Janipur,Jammu,CUST10383,JK02OR7159,JK02,Hyundai,Creta,SUV,Diesel,1497,2020,2020-09-30,6,663164,Mahindra Integrity Insurance,Prime Broker,Trikuta Nagar,Jammu,227,2024-11-04,Active,0
PID11119,POL10485,CUST10384,VEH10485,IMD10153,2025-07-20,2026-07-19,976777,1,365,Active,0.0,1,0,32233.64,Pushti Bal,6152022431,Janipur,Jammu,CUST10384,JK02MA3246,JK02,Kia,Seltos,SUV,Petrol,1497,2025,2025-06-03,1,976777,Secure Vision Risk Advisors,Prime Broker,Bakshi Nagar,Jammu,548,2021-09-14,Active,0
PID11120,POL10486,CUST10385,VEH10486,IMD10152,2025-10-31,2026-10-30,945305,1,365,Active,126994.57,0,0,28359.15,Ayush Gole,6814985773,Banihal,Ramban,CUST10385,JK19DR3452,JK19,Tata,Nexon,SUV,Diesel,1199,2023,2023-08-21,3,945305,Secure Unity Insurance Solutions,Prime Broker,Bari Brahmana,Samba,308,2025-08-27,Active,0
PID11121,POL10487,CUST10386,VEH10487,IMD10047,2023-06-16,2024-06-14,784426,1,365,Active,64647.52,0,0,23532.78,Dayamai Nori,8360846433,Bishnah,Jammu,CUST10386,JK02KO9572,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,2022-09-12,4,784426,Reliable Global Insurance Associates,Prime Broker,Trikuta Nagar,Jammu,274,2019-12-01,Active,1
PID11122,POL10487,CUST10386,VEH10487,IMD10047,2024-06-15,2025-06-14,784426,2,365,Active,0.0,0,20,18826.22,Dayamai Nori,8360846433,Bishnah,Jammu,CUST10386,JK02KO9572,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,2022-09-12,4,784426,Reliable Global Insurance Associates,Prime Broker,Trikuta Nagar,Jammu,274,2019-12-01,Active,1
PID11123,POL10487,CUST10386,VEH10487,IMD10047,2025-06-15,2026-06-14,784426,3,365,Active,0.0,0,25,17649.58,Dayamai Nori,8360846433,Bishnah,Jammu,CUST10386,JK02KO9572,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,2022-09-12,4,784426,Reliable Global Insurance Associates,Prime Broker,Trikuta Nagar,Jammu,274,2019-12-01,Active,1
PID11124,POL10487,CUST10386,VEH10487,IMD10047,2026-06-15,2027-06-14,784426,4,365,Active,0.0,0,35,15296.31,Dayamai Nori,8360846433,Bishnah,Jammu,CUST10386,JK02KO9572,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,2022-09-12,4,784426,Reliable Global Insurance Associates,Prime Broker,Trikuta Nagar,Jammu,274,2019-12-01,Active,0
PID11125,POL10488,CUST10387,VEH10488,IMD10145,2023-10-12,2024-10-10,1285386,1,365,Active,668699.55,0,0,38561.58,Abeer Golla,9201891561,Bishnah,Jammu,CUST10387,JK02DQ1463,JK02,Kia,Seltos,SUV,Diesel,1497,2022,2023-04-14,4,1285386,Trikuta Smart Insurance Associates,Prime Broker,Jewel Chowk,Jammu,546,2021-10-02,Active,1
PID11126,POL10488,CUST10387,VEH10488,IMD10145,2024-10-11,2025-10-10,1285386,2,365,Active,333598.31,0,20,30849.26,Abeer Golla,9201891561,Bishnah,Jammu,CUST10387,JK02DQ1463,JK02,Kia,Seltos,SUV,Diesel,1497,2022,2023-04-14,4,1285386,Trikuta Smart Insurance Associates,Prime Broker,Jewel Chowk,Jammu,546,2021-10-02,Active,1
PID11127,POL10488,CUST10387,VEH10488,IMD10145,2025-10-11,2026-10-10,1285386,3,365,Active,0.0,0,25,28921.19,Abeer Golla,9201891561,Bishnah,Jammu,CUST10387,JK02DQ1463,JK02,Kia,Seltos,SUV,Diesel,1497,2022,2023-04-14,4,1285386,Trikuta Smart Insurance Associates,Prime Broker,Jewel Chowk,Jammu,546,2021-10-02,Active,0
PID11128,POL10489,CUST10388,VEH10489,IMD10188,2025-08-23,2026-08-22,537915,1,365,Active,70735.92,0,0,16137.45,Nandini Boase,7647832611,Dayalachak,Kathua,CUST10388,JK04YR6058,JK04,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2025-08-21,2,537915,Royal Vertex Insurance,Prime Broker,Kathua,Kathua,583,2019-03-09,Active,0
PID11129,POL10490,CUST10389,VEH10490,IMD10402,2025-06-03,2026-06-02,426424,1,365,Active,0.0,0,0,12792.72,Azaan Chand,7658012322,Udhampur,Udhampur,CUST10389,JK14ED1748,JK14,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2025-04-01,2,426424,Reliable Unity Risk Advisors,Agency,Udhampur,Udhampur,257,2023-07-13,Active,1
PID11130,POL10490,CUST10389,VEH10490,IMD10402,2026-06-03,2027-06-02,426424,2,365,Active,0.0,0,20,10234.18,Azaan Chand,7658012322,Udhampur,Udhampur,CUST10389,JK14ED1748,JK14,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2025-04-01,2,426424,Reliable Unity Risk Advisors,Agency,Udhampur,Udhampur,257,2023-07-13,Active,0
PID11131,POL10491,CUST10390,VEH10491,IMD10300,2025-12-08,2026-12-07,285327,1,365,Active,0.0,0,0,8559.81,Krisha Saini,7483594107,Samba,Samba,CUST10390,JK08OL5654,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2021,2021-12-02,5,285327,Mahindra Shield Insurance Hub,Prime Broker,Bari Brahmana,Samba,214,2024-05-24,Active,0
PID11132,POL10492,CUST10391,VEH10492,IMD10256,2025-03-22,2026-03-21,492052,1,365,Active,0.0,3,0,19190.03,Harita Dugar,9701108503,Vijaypur,Samba,CUST10391,JK08IR8131,JK08,Hyundai,i20,Hatchback,Petrol,1197,2021,2022-01-03,5,492052,Elite Global Insurance Point,POSP,Samba,Samba,58,2020-11-05,Active,1
PID11133,POL10492,CUST10391,VEH10492,IMD10256,2026-03-22,2027-03-21,492052,2,365,Active,0.0,0,0,14761.56,Harita Dugar,9701108503,Vijaypur,Samba,CUST10391,JK08IR8131,JK08,Hyundai,i20,Hatchback,Petrol,1197,2021,2022-01-03,5,492052,Elite Global Insurance Point,POSP,Samba,Samba,58,2020-11-05,Active,0
PID11134,POL10493,CUST10391,VEH10493,IMD10009,2025-02-17,2026-02-16,247251,1,365,Active,0.0,0,0,7417.53,Harita Dugar,9701108503,Vijaypur,Samba,CUST10391,JK08KF6694,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2022-06-27,4,247251,Verma Global Insurance Associates,Prime Broker,Bari Brahmana,Samba,479,2022-05-05,Active,1
PID11135,POL10493,CUST10391,VEH10493,IMD10009,2026-02-17,2027-02-16,247251,2,365,Active,0.0,0,20,5934.02,Harita Dugar,9701108503,Vijaypur,Samba,CUST10391,JK08KF6694,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2022-06-27,4,247251,Verma Global Insurance Associates,Prime Broker,Bari Brahmana,Samba,479,2022-05-05,Active,0
PID11136,POL10494,CUST10391,VEH10494,IMD10088,2025-12-31,2026-12-30,699720,1,365,Active,0.0,0,0,20991.6,Harita Dugar,9701108503,Vijaypur,Samba,CUST10391,JK08IF4263,JK08,Hyundai,i20,Hatchback,Petrol,1197,2025,2026-05-01,1,699720,Gupta Shield Risk Advisors,Bancassurance,Samba,Samba,764,2016-07-03,Active,0
PID11137,POL10495,CUST10392,VEH10495,IMD10180,2025-05-22,2026-05-21,892711,1,365,Active,0.0,0,0,26781.33,Devika Nair,6216832261,Hiranagar,Kathua,CUST10392,JK04CQ6867,JK04,Hyundai,Creta,SUV,Diesel,1497,2024,2025-04-06,2,892711,Trikuta Guardian Insurance Services,Bancassurance,Kathua,Kathua,714,2023-10-19,Active,1
PID11138,POL10495,CUST10392,VEH10495,IMD10180,2026-05-22,2027-05-21,892711,2,365,Active,98471.39,0,20,21425.06,Devika Nair,6216832261,Hiranagar,Kathua,CUST10392,JK04CQ6867,JK04,Hyundai,Creta,SUV,Diesel,1497,2024,2025-04-06,2,892711,Trikuta Guardian Insurance Services,Bancassurance,Kathua,Kathua,714,2023-10-19,Active,0
PID11139,POL10496,CUST10393,VEH10496,IMD10360,2025-11-09,2026-11-08,842872,1,365,Active,0.0,0,0,25286.16,Charles Dugal,6683495249,Reasi,Reasi,CUST10393,JK20SE6730,JK20,Maruti Suzuki,Brezza,SUV,CNG,1462,2024,2025-04-30,2,842872,Mahajan Guardian Insurance Associates,Prime Broker,Trikuta Nagar,Jammu,488,2021-03-24,Active,0
PID11140,POL10497,CUST10394,VEH10497,IMD10009,2023-08-30,2024-08-28,324323,1,365,Active,24201.7,0,0,9729.69,Chandran Bumb,6566556335,Bari Brahmana,Samba,CUST10394,JK08WP9593,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2021-07-15,6,324323,Verma Global Insurance Associates,Prime Broker,Bari Brahmana,Samba,479,2022-05-05,Active,1
PID11141,POL10497,CUST10394,VEH10497,IMD10009,2024-08-29,2025-08-28,324323,2,365,Active,109039.1,1,20,8562.13,Chandran Bumb,6566556335,Bari Brahmana,Samba,CUST10394,JK08WP9593,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2021-07-15,6,324323,Verma Global Insurance Associates,Prime Broker,Bari Brahmana,Samba,479,2022-05-05,Active,1
PID11142,POL10497,CUST10394,VEH10497,IMD10009,2025-08-29,2026-08-28,324323,3,365,Active,0.0,0,0,9729.69,Chandran Bumb,6566556335,Bari Brahmana,Samba,CUST10394,JK08WP9593,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2021-07-15,6,324323,Verma Global Insurance Associates,Prime Broker,Bari Brahmana,Samba,479,2022-05-05,Active,0
PID11143,POL10498,CUST10395,VEH10498,IMD10413,2023-10-02,2024-09-30,340108,1,365,Active,0.0,0,0,10203.24,Saanvi Samra,7323088340,Udhampur,Udhampur,CUST10395,JK14RG6413,JK14,Honda,Amaze,Sedan,Petrol,1199,2018,2018-09-14,8,340108,Gupta Prime Insurance Consultants,Prime Broker,Udhampur,Udhampur,517,2021-02-03,Active,1
PID11144,POL10498,CUST10395,VEH10498,IMD10413,2024-10-01,2025-09-30,340108,2,365,Active,19502.81,0,20,8162.59,Saanvi Samra,7323088340,Udhampur,Udhampur,CUST10395,JK14RG6413,JK14,Honda,Amaze,Sedan,Petrol,1199,2018,2018-09-14,8,340108,Gupta Prime Insurance Consultants,Prime Broker,Udhampur,Udhampur,517,2021-02-03,Active,1
PID11145,POL10498,CUST10395,VEH10498,IMD10413,2025-10-01,2026-09-30,340108,3,365,Active,51237.55,0,25,7652.43,Saanvi Samra,7323088340,Udhampur,Udhampur,CUST10395,JK14RG6413,JK14,Honda,Amaze,Sedan,Petrol,1199,2018,2018-09-14,8,340108,Gupta Prime Insurance Consultants,Prime Broker,Udhampur,Udhampur,517,2021-02-03,Active,0
PID11146,POL10499,CUST10396,VEH10499,IMD10016,2024-07-21,2025-07-20,173107,1,365,Active,0.0,0,0,5193.21,Riya Sachdeva,9404220345,Poonch,Poonch,CUST10396,JK12PK5007,JK12,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,2019-04-23,8,173107,Gupta Capital Insurance Consultants,Agency,Poonch,Poonch,220,2019-09-28,Active,1
PID11147,POL10499,CUST10396,VEH10499,IMD10016,2025-07-21,2026-07-20,173107,2,365,Active,0.0,0,20,4154.57,Riya Sachdeva,9404220345,Poonch,Poonch,CUST10396,JK12PK5007,JK12,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,2019-04-23,8,173107,Gupta Capital Insurance Consultants,Agency,Poonch,Poonch,220,2019-09-28,Active,0
PID11148,POL10500,CUST10397,VEH10500,IMD10289,2021-09-30,2022-09-29,149310,1,365,Active,0.0,1,0,4927.23,Tanveer Vala,6733242798,Jewel Chowk,Jammu,CUST10397,JK02WG9615,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2018,2019-09-06,8,149310,Sharma Guardian Insurance Point,POSP,R.S. Pura,Jammu,76,2021-04-21,Active,1
PID11149,POL10500,CUST10397,VEH10500,IMD10289,2022-09-30,2023-09-29,149310,2,365,Active,0.0,0,0,4479.3,Tanveer Vala,6733242798,Jewel Chowk,Jammu,CUST10397,JK02WG9615,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2018,2019-09-06,8,149310,Sharma Guardian Insurance Point,POSP,R.S. Pura,Jammu,76,2021-04-21,Active,1
PID11150,POL10500,CUST10397,VEH10500,IMD10289,2023-09-30,2024-09-28,149310,3,365,Active,0.0,0,20,3583.44,Tanveer Vala,6733242798,Jewel Chowk,Jammu,CUST10397,JK02WG9615,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2018,2019-09-06,8,149310,Sharma Guardian Insurance Point,POSP,R.S. Pura,Jammu,76,2021-04-21,Active,1
PID11151,POL10500,CUST10397,VEH10500,IMD10289,2024-09-29,2025-09-28,149310,4,365,Active,0.0,0,25,3359.48,Tanveer Vala,6733242798,Jewel Chowk,Jammu,CUST10397,JK02WG9615,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2018,2019-09-06,8,149310,Sharma Guardian Insurance Point,POSP,R.S. Pura,Jammu,76,2021-04-21,Active,1
PID11152,POL10500,CUST10397,VEH10500,IMD10289,2025-09-29,2026-09-28,149310,5,365,Active,9306.05,1,35,3202.7,Tanveer Vala,6733242798,Jewel Chowk,Jammu,CUST10397,JK02WG9615,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2018,2019-09-06,8,149310,Sharma Guardian Insurance Point,POSP,R.S. Pura,Jammu,76,2021-04-21,Active,0
PID11153,POL10501,CUST10398,VEH10501,IMD10286,2021-05-05,2022-05-04,563223,1,365,Active,0.0,0,0,16896.69,Hemani Sani,7784812662,Bari Brahmana,Samba,CUST10398,JK08KP8815,JK08,Tata,Harrier,SUV,Diesel,1956,2018,2019-03-27,8,563223,KhajuriaPrimeInsurance Solutions,Prime Broker,Bari Brahmana,Samba,394,2018-10-08,Active,1
PID11154,POL10501,CUST10398,VEH10501,IMD10286,2022-05-05,2023-05-04,563223,2,365,Active,0.0,0,20,13517.35,Hemani Sani,7784812662,Bari Brahmana,Samba,CUST10398,JK08KP8815,JK08,Tata,Harrier,SUV,Diesel,1956,2018,2019-03-27,8,563223,KhajuriaPrimeInsurance Solutions,Prime Broker,Bari Brahmana,Samba,394,2018-10-08,Active,1
PID11155,POL10501,CUST10398,VEH10501,IMD10286,2023-05-05,2024-05-03,563223,3,365,Active,0.0,0,25,12672.52,Hemani Sani,7784812662,Bari Brahmana,Samba,CUST10398,JK08KP8815,JK08,Tata,Harrier,SUV,Diesel,1956,2018,2019-03-27,8,563223,KhajuriaPrimeInsurance Solutions,Prime Broker,Bari Brahmana,Samba,394,2018-10-08,Active,1
PID11156,POL10501,CUST10398,VEH10501,IMD10286,2024-05-04,2025-05-03,563223,4,365,Active,0.0,0,35,10982.85,Hemani Sani,7784812662,Bari Brahmana,Samba,CUST10398,JK08KP8815,JK08,Tata,Harrier,SUV,Diesel,1956,2018,2019-03-27,8,563223,KhajuriaPrimeInsurance Solutions,Prime Broker,Bari Brahmana,Samba,394,2018-10-08,Active,1
PID11157,POL10501,CUST10398,VEH10501,IMD10286,2025-05-04,2026-05-03,563223,5,365,Active,0.0,0,45,9293.18,Hemani Sani,7784812662,Bari Brahmana,Samba,CUST10398,JK08KP8815,JK08,Tata,Harrier,SUV,Diesel,1956,2018,2019-03-27,8,563223,KhajuriaPrimeInsurance Solutions,Prime Broker,Bari Brahmana,Samba,394,2018-10-08,Active,1
PID11158,POL10501,CUST10398,VEH10501,IMD10286,2026-05-04,2027-05-03,563223,6,365,Active,0.0,0,50,8448.34,Hemani Sani,7784812662,Bari Brahmana,Samba,CUST10398,JK08KP8815,JK08,Tata,Harrier,SUV,Diesel,1956,2018,2019-03-27,8,563223,KhajuriaPrimeInsurance Solutions,Prime Broker,Bari Brahmana,Samba,394,2018-10-08,Active,0
PID11159,POL10502,CUST10399,VEH10502,IMD10377,2025-11-15,2026-11-14,639472,1,365,Active,0.0,0,0,19184.16,Bhanumati Sur,6005112772,Arnia,Jammu,CUST10399,JK02ZT8299,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2025-02-02,2,639472,Sharma Reliable Insurance Services,Prime Broker,Trikuta Nagar,Jammu,577,2023-08-05,Active,0
PID11160,POL10503,CUST10400,VEH10503,IMD10000,2025-11-16,2026-11-15,249529,1,365,Active,0.0,0,0,7485.87,Chakradev Kannan,7337947389,Shastri Nagar,Jammu,CUST10400,JK02FQ7763,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,2023-06-21,4,249529,Mahindra Unity Insurance Solutions,Prime Broker,Gandhi Nagar,Jammu,221,2023-11-24,Active,0
PID11161,POL10504,CUST10401,VEH10504,IMD10120,2024-02-06,2025-02-04,388228,1,365,Active,116116.61,0,0,11646.84,Christopher Amble,9041888172,Gandhi Nagar,Jammu,CUST10401,JK02HL5987,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,2022-12-14,4,388228,Royal Smart Insurance Associates,Prime Broker,Gandhi Nagar,Jammu,501,2019-12-15,Active,1
PID11162,POL10504,CUST10401,VEH10504,IMD10120,2025-02-05,2026-02-04,388228,2,365,Active,0.0,0,20,9317.47,Christopher Amble,9041888172,Gandhi Nagar,Jammu,CUST10401,JK02HL5987,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,2022-12-14,4,388228,Royal Smart Insurance Associates,Prime Broker,Gandhi Nagar,Jammu,501,2019-12-15,Active,1
PID11163,POL10504,CUST10401,VEH10504,IMD10120,2026-02-05,2027-02-04,388228,3,365,Active,0.0,0,25,8735.13,Christopher Amble,9041888172,Gandhi Nagar,Jammu,CUST10401,JK02HL5987,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,2022-12-14,4,388228,Royal Smart Insurance Associates,Prime Broker,Gandhi Nagar,Jammu,501,2019-12-15,Active,0
PID11164,POL10505,CUST10402,VEH10505,IMD10240,2025-09-24,2026-09-23,219528,1,365,Active,0.0,0,0,6585.84,Charvi Kakar,7704759463,Dayalachak,Kathua,CUST10402,JK04CU4342,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,2019-02-28,8,219528,ReliableSmartInsurance Consultants,Prime Broker,Kathua,Kathua,178,2023-12-06,Active,0
PID11165,POL10506,CUST10403,VEH10506,IMD10229,2025-07-06,2026-07-05,248782,1,365,Active,0.0,0,0,7463.46,Aadhya Mann,8095261882,Rehari,Jammu,CUST10403,JK02PQ8722,JK02,Hyundai,i20,Hatchback,Petrol,1197,2013,2013-10-24,13,248782,Verma Global Insurance Solutions,Dealer,Narwal,Jammu,135,2021-01-07,Active,0
PID11166,POL10507,CUST10404,VEH10507,IMD10301,2024-01-18,2025-01-16,713983,1,365,Active,0.0,0,0,21419.49,Jagdish Amble,8312170074,Channi Himmat,Jammu,CUST10404,JK02HG6361,JK02,Mahindra,Bolero,SUV,Diesel,1493,2022,2022-05-10,4,713983,Elite Pioneer Insurance Services,Agency,Gandhi Nagar,Jammu,147,2023-10-21,Active,1
PID11167,POL10507,CUST10404,VEH10507,IMD10301,2025-01-17,2026-01-16,713983,2,365,Active,0.0,0,20,17135.59,Jagdish Amble,8312170074,Channi Himmat,Jammu,CUST10404,JK02HG6361,JK02,Mahindra,Bolero,SUV,Diesel,1493,2022,2022-05-10,4,713983,Elite Pioneer Insurance Services,Agency,Gandhi Nagar,Jammu,147,2023-10-21,Active,1
PID11168,POL10507,CUST10404,VEH10507,IMD10301,2026-01-17,2027-01-16,713983,3,365,Active,0.0,0,25,16064.62,Jagdish Amble,8312170074,Channi Himmat,Jammu,CUST10404,JK02HG6361,JK02,Mahindra,Bolero,SUV,Diesel,1493,2022,2022-05-10,4,713983,Elite Pioneer Insurance Services,Agency,Gandhi Nagar,Jammu,147,2023-10-21,Active,0
PID11169,POL10508,CUST10405,VEH10508,IMD10263,2025-11-02,2026-11-01,504295,1,365,Active,0.0,0,0,15128.85,Qushi Gill,7010699606,Marh,Jammu,CUST10405,JK02HE7674,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2025-02-01,2,504295,Trikuta Secure Insurance Services,Prime Broker,Channi Himmat,Jammu,161,2024-11-04,Active,0
PID11170,POL10509,CUST10406,VEH10509,IMD10429,2025-12-29,2026-12-28,1044597,1,365,Active,0.0,0,0,31337.91,Lajita Walia,9129778416,Bari Brahmana,Samba,CUST10406,JK08GF2765,JK08,Hyundai,Venue,SUV,Diesel,1197,2025,2025-12-08,1,1044597,Royal Royal Insurance,Bancassurance,Samba,Samba,424,2024-04-03,Active,0
PID11171,POL10510,CUST10407,VEH10510,IMD10405,2025-12-31,2026-12-30,636107,1,365,Active,0.0,0,0,19083.21,Xiti Pandya,6844261137,Canal Road,Jammu,CUST10407,JK02UO1459,JK02,Tata,Tiago,Hatchback,Petrol,1199,2025,2026-11-09,1,636107,Raina Summit Insurance Services,Bancassurance,Gandhi Nagar,Jammu,586,2017-05-18,Active,0
PID11172,POL10511,CUST10408,VEH10511,IMD10398,2022-03-03,2023-03-02,624799,1,365,Active,58837.82,0,0,18743.97,Mekhala Basak,9950122306,Janipur,Jammu,CUST10408,JK02DU2469,JK02,Hyundai,Creta,SUV,Petrol,1497,2020,2021-01-08,6,624799,Raina Summit Insurance Hub,Dealer,Narwal,Jammu,231,2019-06-18,Active,1
PID11173,POL10511,CUST10408,VEH10511,IMD10398,2023-03-03,2024-03-01,624799,2,365,Active,0.0,0,20,14995.18,Mekhala Basak,9950122306,Janipur,Jammu,CUST10408,JK02DU2469,JK02,Hyundai,Creta,SUV,Petrol,1497,2020,2021-01-08,6,624799,Raina Summit Insurance Hub,Dealer,Narwal,Jammu,231,2019-06-18,Active,1
PID11174,POL10511,CUST10408,VEH10511,IMD10398,2024-03-02,2025-03-01,624799,3,365,Active,0.0,1,25,15463.78,Mekhala Basak,9950122306,Janipur,Jammu,CUST10408,JK02DU2469,JK02,Hyundai,Creta,SUV,Petrol,1497,2020,2021-01-08,6,624799,Raina Summit Insurance Hub,Dealer,Narwal,Jammu,231,2019-06-18,Active,1
